seq,frame,coord_ 1,coord_ 2,coord_ 3,coord_ 4,coord_ 5,coord_ 6,coord_ 7,coord_ 8,coord_ 9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,class
280,001675.jpg,,,,,,,,,,,,,,,,,,,,,holder
280,001675.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
280,001675.jpg,,,,,,,,,,,,,,,,,,,,,background
281,001681.jpg,257.1519,237.336,345.4394,335.2289,0.9999778,,,,,,,,,,,,,,,,grasper
281,001681.jpg,129.6158,44.63326,241.1618,248.8304,0.9999206,,,,,,,,,,,,,,,,stapler
281,001681.jpg,,,,,,,,,,,,,,,,,,,,,needle
281,001681.jpg,,,,,,,,,,,,,,,,,,,,,holder
281,001681.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
281,001681.jpg,,,,,,,,,,,,,,,,,,,,,background
282,001687.jpg,,,,,,,,,,,,,,,,,,,,,grasper
282,001687.jpg,192.8967,80.24817,291.3668,243.0105,0.9598287,,,,,,,,,,,,,,,,stapler
282,001687.jpg,,,,,,,,,,,,,,,,,,,,,needle
282,001687.jpg,,,,,,,,,,,,,,,,,,,,,holder
282,001687.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
282,001687.jpg,,,,,,,,,,,,,,,,,,,,,background
283,001693.jpg,,,,,,,,,,,,,,,,,,,,,grasper
283,001693.jpg,226.9478,97.16769,319.5609,313.6424,0.9999779,,,,,,,,,,,,,,,,stapler
283,001693.jpg,,,,,,,,,,,,,,,,,,,,,needle
283,001693.jpg,,,,,,,,,,,,,,,,,,,,,holder
283,001693.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
283,001693.jpg,,,,,,,,,,,,,,,,,,,,,background
284,001699.jpg,,,,,,,,,,,,,,,,,,,,,grasper
284,001699.jpg,255.8637,89.68899,341.4419,291.2145,0.9992823,,,,,,,,,,,,,,,,stapler
284,001699.jpg,,,,,,,,,,,,,,,,,,,,,needle
284,001699.jpg,,,,,,,,,,,,,,,,,,,,,holder
284,001699.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
284,001699.jpg,,,,,,,,,,,,,,,,,,,,,background
285,001705.jpg,,,,,,,,,,,,,,,,,,,,,grasper
285,001705.jpg,281.9225,112.5107,384.9526,282.0943,0.9999609,,,,,,,,,,,,,,,,stapler
285,001705.jpg,,,,,,,,,,,,,,,,,,,,,needle
285,001705.jpg,,,,,,,,,,,,,,,,,,,,,holder
285,001705.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
285,001705.jpg,,,,,,,,,,,,,,,,,,,,,background
286,001711.jpg,,,,,,,,,,,,,,,,,,,,,grasper
286,001711.jpg,297.8616,132.7883,396.9566,304.9408,0.9960331,,,,,,,,,,,,,,,,stapler
286,001711.jpg,,,,,,,,,,,,,,,,,,,,,needle
286,001711.jpg,,,,,,,,,,,,,,,,,,,,,holder
286,001711.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
286,001711.jpg,,,,,,,,,,,,,,,,,,,,,background
287,001717.jpg,310.124,147.3456,392.219,298.6312,0.9966593,,,,,,,,,,,,,,,,grasper
287,001717.jpg,,,,,,,,,,,,,,,,,,,,,stapler
287,001717.jpg,264.0663,82.07474,326.4173,204.821,0.9869254,,,,,,,,,,,,,,,,needle
287,001717.jpg,,,,,,,,,,,,,,,,,,,,,holder
287,001717.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
287,001717.jpg,,,,,,,,,,,,,,,,,,,,,background
288,001723.jpg,313.4828,158.7729,388.7603,294.8411,0.7690552,,,,,,,,,,,,,,,,grasper
288,001723.jpg,310.5058,150.2582,392.1498,323.2399,0.9992588,,,,,,,,,,,,,,,,stapler
288,001723.jpg,,,,,,,,,,,,,,,,,,,,,needle
288,001723.jpg,,,,,,,,,,,,,,,,,,,,,holder
288,001723.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
288,001723.jpg,1,1,467.1227,347.4682,0.9861673,,,,,,,,,,,,,,,,background
289,001729.jpg,,,,,,,,,,,,,,,,,,,,,grasper
289,001729.jpg,298.2222,160.4128,383.0057,324.5933,0.999985,,,,,,,,,,,,,,,,stapler
289,001729.jpg,,,,,,,,,,,,,,,,,,,,,needle
289,001729.jpg,,,,,,,,,,,,,,,,,,,,,holder
289,001729.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
289,001729.jpg,,,,,,,,,,,,,,,,,,,,,background
290,001735.jpg,,,,,,,,,,,,,,,,,,,,,grasper
290,001735.jpg,299.8986,119.4198,387.1346,312.0821,0.9996783,,,,,,,,,,,,,,,,stapler
290,001735.jpg,,,,,,,,,,,,,,,,,,,,,needle
290,001735.jpg,,,,,,,,,,,,,,,,,,,,,holder
290,001735.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
290,001735.jpg,,,,,,,,,,,,,,,,,,,,,background
291,001741.jpg,,,,,,,,,,,,,,,,,,,,,grasper
291,001741.jpg,303.285,136.521,390.1997,314.8979,0.9981963,,,,,,,,,,,,,,,,stapler
291,001741.jpg,,,,,,,,,,,,,,,,,,,,,needle
291,001741.jpg,,,,,,,,,,,,,,,,,,,,,holder
291,001741.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
291,001741.jpg,,,,,,,,,,,,,,,,,,,,,background
292,001747.jpg,,,,,,,,,,,,,,,,,,,,,grasper
292,001747.jpg,301.2707,137.7446,386.7985,321.6461,0.998677,,,,,,,,,,,,,,,,stapler
292,001747.jpg,,,,,,,,,,,,,,,,,,,,,needle
292,001747.jpg,,,,,,,,,,,,,,,,,,,,,holder
292,001747.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
292,001747.jpg,1,34.38924,380.5816,348.3938,0.8409596,,,,,,,,,,,,,,,,background
293,001753.jpg,,,,,,,,,,,,,,,,,,,,,grasper
293,001753.jpg,308.2406,145.883,396.0676,335.6644,0.9991394,,,,,,,,,,,,,,,,stapler
293,001753.jpg,,,,,,,,,,,,,,,,,,,,,needle
293,001753.jpg,,,,,,,,,,,,,,,,,,,,,holder
293,001753.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
293,001753.jpg,,,,,,,,,,,,,,,,,,,,,background
294,001759.jpg,,,,,,,,,,,,,,,,,,,,,grasper
294,001759.jpg,302.1674,192.3403,373.4778,328.4925,0.9997619,,,,,,,,,,,,,,,,stapler
294,001759.jpg,,,,,,,,,,,,,,,,,,,,,needle
294,001759.jpg,,,,,,,,,,,,,,,,,,,,,holder
294,001759.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
294,001759.jpg,,,,,,,,,,,,,,,,,,,,,background
295,001765.jpg,,,,,,,,,,,,,,,,,,,,,grasper
295,001765.jpg,315.1008,152.1553,197.1854,52.81255,372.9596,266.2271,351,143.6282,0.9999404,0.8115311,,,,,,,,,,,stapler
295,001765.jpg,,,,,,,,,,,,,,,,,,,,,needle
295,001765.jpg,,,,,,,,,,,,,,,,,,,,,holder
295,001765.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
295,001765.jpg,,,,,,,,,,,,,,,,,,,,,background
296,001771.jpg,,,,,,,,,,,,,,,,,,,,,grasper
296,001771.jpg,318.5109,139.6361,395.0302,341.1892,0.9998707,,,,,,,,,,,,,,,,stapler
296,001771.jpg,,,,,,,,,,,,,,,,,,,,,needle
296,001771.jpg,,,,,,,,,,,,,,,,,,,,,holder
296,001771.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
296,001771.jpg,,,,,,,,,,,,,,,,,,,,,background
297,001777.jpg,,,,,,,,,,,,,,,,,,,,,grasper
297,001777.jpg,276.3075,117.0528,400.5168,334.8408,0.9998556,,,,,,,,,,,,,,,,stapler
297,001777.jpg,,,,,,,,,,,,,,,,,,,,,needle
297,001777.jpg,,,,,,,,,,,,,,,,,,,,,holder
297,001777.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
297,001777.jpg,,,,,,,,,,,,,,,,,,,,,background
298,001783.jpg,,,,,,,,,,,,,,,,,,,,,grasper
298,001783.jpg,246.4921,166.4969,336.0526,339.3015,0.9999738,,,,,,,,,,,,,,,,stapler
298,001783.jpg,,,,,,,,,,,,,,,,,,,,,needle
298,001783.jpg,,,,,,,,,,,,,,,,,,,,,holder
298,001783.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
298,001783.jpg,,,,,,,,,,,,,,,,,,,,,background
299,001789.jpg,,,,,,,,,,,,,,,,,,,,,grasper
299,001789.jpg,207.7204,197.2878,279.7962,344.3331,0.9999713,,,,,,,,,,,,,,,,stapler
299,001789.jpg,,,,,,,,,,,,,,,,,,,,,needle
299,001789.jpg,,,,,,,,,,,,,,,,,,,,,holder
299,001789.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
299,001789.jpg,,,,,,,,,,,,,,,,,,,,,background
300,001795.jpg,,,,,,,,,,,,,,,,,,,,,grasper
300,001795.jpg,213.1766,113.9931,167.776,8.055567,305.2597,217.254,345.3909,99.84019,0.9998894,0.8722988,,,,,,,,,,,stapler
300,001795.jpg,,,,,,,,,,,,,,,,,,,,,needle
300,001795.jpg,,,,,,,,,,,,,,,,,,,,,holder
300,001795.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
300,001795.jpg,,,,,,,,,,,,,,,,,,,,,background
301,001801.jpg,,,,,,,,,,,,,,,,,,,,,grasper
301,001801.jpg,232.2105,156.1698,301.7032,346.7179,0.9999807,,,,,,,,,,,,,,,,stapler
301,001801.jpg,,,,,,,,,,,,,,,,,,,,,needle
301,001801.jpg,,,,,,,,,,,,,,,,,,,,,holder
301,001801.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
301,001801.jpg,,,,,,,,,,,,,,,,,,,,,background
302,001807.jpg,,,,,,,,,,,,,,,,,,,,,grasper
302,001807.jpg,236.4647,199.333,291.788,348.7403,0.9999497,,,,,,,,,,,,,,,,stapler
302,001807.jpg,,,,,,,,,,,,,,,,,,,,,needle
302,001807.jpg,,,,,,,,,,,,,,,,,,,,,holder
302,001807.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
302,001807.jpg,229.9259,1,491,349.325,0.6126332,,,,,,,,,,,,,,,,background
303,001813.jpg,,,,,,,,,,,,,,,,,,,,,grasper
303,001813.jpg,209.8686,194.7693,267.602,346.7445,0.9999534,,,,,,,,,,,,,,,,stapler
303,001813.jpg,,,,,,,,,,,,,,,,,,,,,needle
303,001813.jpg,,,,,,,,,,,,,,,,,,,,,holder
303,001813.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
303,001813.jpg,,,,,,,,,,,,,,,,,,,,,background
304,001819.jpg,,,,,,,,,,,,,,,,,,,,,grasper
304,001819.jpg,188.0721,159.1517,248.7329,342.3052,0.9997817,,,,,,,,,,,,,,,,stapler
304,001819.jpg,,,,,,,,,,,,,,,,,,,,,needle
304,001819.jpg,,,,,,,,,,,,,,,,,,,,,holder
304,001819.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
304,001819.jpg,,,,,,,,,,,,,,,,,,,,,background
305,001825.jpg,,,,,,,,,,,,,,,,,,,,,grasper
305,001825.jpg,188.3916,206.7304,247.8162,338.5123,0.999985,,,,,,,,,,,,,,,,stapler
305,001825.jpg,,,,,,,,,,,,,,,,,,,,,needle
305,001825.jpg,,,,,,,,,,,,,,,,,,,,,holder
305,001825.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
305,001825.jpg,,,,,,,,,,,,,,,,,,,,,background
306,001831.jpg,,,,,,,,,,,,,,,,,,,,,grasper
306,001831.jpg,187.3399,217.6097,255.0448,344.3472,0.9999062,,,,,,,,,,,,,,,,stapler
306,001831.jpg,,,,,,,,,,,,,,,,,,,,,needle
306,001831.jpg,,,,,,,,,,,,,,,,,,,,,holder
306,001831.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
306,001831.jpg,,,,,,,,,,,,,,,,,,,,,background
307,001837.jpg,,,,,,,,,,,,,,,,,,,,,grasper
307,001837.jpg,159.2199,195.5514,226.1682,342.3228,0.9999496,,,,,,,,,,,,,,,,stapler
307,001837.jpg,,,,,,,,,,,,,,,,,,,,,needle
307,001837.jpg,,,,,,,,,,,,,,,,,,,,,holder
307,001837.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
307,001837.jpg,,,,,,,,,,,,,,,,,,,,,background
308,001843.jpg,,,,,,,,,,,,,,,,,,,,,grasper
308,001843.jpg,119.7462,211.0072,193.2859,329.9484,0.9998401,,,,,,,,,,,,,,,,stapler
308,001843.jpg,,,,,,,,,,,,,,,,,,,,,needle
308,001843.jpg,,,,,,,,,,,,,,,,,,,,,holder
308,001843.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
308,001843.jpg,,,,,,,,,,,,,,,,,,,,,background
309,001849.jpg,,,,,,,,,,,,,,,,,,,,,grasper
309,001849.jpg,124.6017,223.107,195.7046,328.7501,0.9937136,,,,,,,,,,,,,,,,stapler
309,001849.jpg,,,,,,,,,,,,,,,,,,,,,needle
309,001849.jpg,,,,,,,,,,,,,,,,,,,,,holder
309,001849.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
309,001849.jpg,1,1,491,351,0.9859881,,,,,,,,,,,,,,,,background
310,001855.jpg,,,,,,,,,,,,,,,,,,,,,grasper
310,001855.jpg,125.4957,208.5311,198.2079,330.9338,0.998503,,,,,,,,,,,,,,,,stapler
310,001855.jpg,,,,,,,,,,,,,,,,,,,,,needle
310,001855.jpg,,,,,,,,,,,,,,,,,,,,,holder
310,001855.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
310,001855.jpg,,,,,,,,,,,,,,,,,,,,,background
311,001861.jpg,,,,,,,,,,,,,,,,,,,,,grasper
311,001861.jpg,146.8562,233.7774,216.1223,341.1701,0.9999441,,,,,,,,,,,,,,,,stapler
311,001861.jpg,,,,,,,,,,,,,,,,,,,,,needle
311,001861.jpg,,,,,,,,,,,,,,,,,,,,,holder
311,001861.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
311,001861.jpg,1,1,482.8878,351,0.9268004,,,,,,,,,,,,,,,,background
312,001867.jpg,,,,,,,,,,,,,,,,,,,,,grasper
312,001867.jpg,,,,,,,,,,,,,,,,,,,,,stapler
312,001867.jpg,,,,,,,,,,,,,,,,,,,,,needle
312,001867.jpg,,,,,,,,,,,,,,,,,,,,,holder
312,001867.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
312,001867.jpg,1,1,491,348.2631,0.9999977,,,,,,,,,,,,,,,,background
313,001873.jpg,,,,,,,,,,,,,,,,,,,,,grasper
313,001873.jpg,,,,,,,,,,,,,,,,,,,,,stapler
313,001873.jpg,,,,,,,,,,,,,,,,,,,,,needle
313,001873.jpg,,,,,,,,,,,,,,,,,,,,,holder
313,001873.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
313,001873.jpg,1,1,491,351,0.9999667,,,,,,,,,,,,,,,,background
314,001879.jpg,,,,,,,,,,,,,,,,,,,,,grasper
314,001879.jpg,,,,,,,,,,,,,,,,,,,,,stapler
314,001879.jpg,,,,,,,,,,,,,,,,,,,,,needle
314,001879.jpg,,,,,,,,,,,,,,,,,,,,,holder
314,001879.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
314,001879.jpg,1,1,466.0069,351,0.9619836,,,,,,,,,,,,,,,,background
315,001885.jpg,,,,,,,,,,,,,,,,,,,,,grasper
315,001885.jpg,,,,,,,,,,,,,,,,,,,,,stapler
315,001885.jpg,,,,,,,,,,,,,,,,,,,,,needle
315,001885.jpg,,,,,,,,,,,,,,,,,,,,,holder
315,001885.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
315,001885.jpg,3.078383,1,491,351,0.9999769,,,,,,,,,,,,,,,,background
316,001891.jpg,26.13103,104.3032,116.7097,216.7363,78.12062,188.095,279.4669,288.1831,0.9153048,0.8905299,,,,,,,,,,,grasper
316,001891.jpg,,,,,,,,,,,,,,,,,,,,,stapler
316,001891.jpg,,,,,,,,,,,,,,,,,,,,,needle
316,001891.jpg,,,,,,,,,,,,,,,,,,,,,holder
316,001891.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
316,001891.jpg,,,,,,,,,,,,,,,,,,,,,background
317,001897.jpg,5.785523,119.7789,59.83229,274.6657,0.9999468,,,,,,,,,,,,,,,,grasper
317,001897.jpg,,,,,,,,,,,,,,,,,,,,,stapler
317,001897.jpg,,,,,,,,,,,,,,,,,,,,,needle
317,001897.jpg,,,,,,,,,,,,,,,,,,,,,holder
317,001897.jpg,273.4012,182.0633,413.8752,342.7083,0.9999665,,,,,,,,,,,,,,,,stitcher
317,001897.jpg,,,,,,,,,,,,,,,,,,,,,background
318,001903.jpg,,,,,,,,,,,,,,,,,,,,,grasper
318,001903.jpg,,,,,,,,,,,,,,,,,,,,,stapler
318,001903.jpg,,,,,,,,,,,,,,,,,,,,,needle
318,001903.jpg,,,,,,,,,,,,,,,,,,,,,holder
318,001903.jpg,182.5826,177.4649,390.4667,330.5175,0.9998385,,,,,,,,,,,,,,,,stitcher
318,001903.jpg,,,,,,,,,,,,,,,,,,,,,background
319,001909.jpg,5.084574,127.3498,49.60916,257.6432,0.9999939,,,,,,,,,,,,,,,,grasper
319,001909.jpg,,,,,,,,,,,,,,,,,,,,,stapler
319,001909.jpg,,,,,,,,,,,,,,,,,,,,,needle
319,001909.jpg,,,,,,,,,,,,,,,,,,,,,holder
319,001909.jpg,189.9495,149.5882,359.1409,328.632,0.9999895,,,,,,,,,,,,,,,,stitcher
319,001909.jpg,,,,,,,,,,,,,,,,,,,,,background
320,001915.jpg,4.403873,115.2604,34.28644,253.8243,0.9978954,,,,,,,,,,,,,,,,grasper
320,001915.jpg,,,,,,,,,,,,,,,,,,,,,stapler
320,001915.jpg,,,,,,,,,,,,,,,,,,,,,needle
320,001915.jpg,,,,,,,,,,,,,,,,,,,,,holder
320,001915.jpg,215.7767,116.7274,379.9349,336.5954,0.9999737,,,,,,,,,,,,,,,,stitcher
320,001915.jpg,,,,,,,,,,,,,,,,,,,,,background
321,001921.jpg,,,,,,,,,,,,,,,,,,,,,grasper
321,001921.jpg,,,,,,,,,,,,,,,,,,,,,stapler
321,001921.jpg,,,,,,,,,,,,,,,,,,,,,needle
321,001921.jpg,,,,,,,,,,,,,,,,,,,,,holder
321,001921.jpg,385.6406,182.5257,19.00299,205.2014,491,288.1009,299.8434,339.9783,0.9913521,0.9246407,,,,,,,,,,,stitcher
321,001921.jpg,,,,,,,,,,,,,,,,,,,,,background
322,001927.jpg,,,,,,,,,,,,,,,,,,,,,grasper
322,001927.jpg,,,,,,,,,,,,,,,,,,,,,stapler
322,001927.jpg,,,,,,,,,,,,,,,,,,,,,needle
322,001927.jpg,,,,,,,,,,,,,,,,,,,,,holder
322,001927.jpg,339.6831,71.99319,1,208.5812,487.4534,240.6763,319.4064,340.3331,0.9972307,0.933142,,,,,,,,,,,stitcher
322,001927.jpg,,,,,,,,,,,,,,,,,,,,,background
323,001933.jpg,,,,,,,,,,,,,,,,,,,,,grasper
323,001933.jpg,291.416,19.96792,480.3452,181.7995,0.7094573,,,,,,,,,,,,,,,,stapler
323,001933.jpg,,,,,,,,,,,,,,,,,,,,,needle
323,001933.jpg,,,,,,,,,,,,,,,,,,,,,holder
323,001933.jpg,316.155,1,469.1452,268.5124,0.9887977,,,,,,,,,,,,,,,,stitcher
323,001933.jpg,,,,,,,,,,,,,,,,,,,,,background
324,001939.jpg,8.519239,142.4137,45.93785,327.5408,0.9302706,,,,,,,,,,,,,,,,grasper
324,001939.jpg,,,,,,,,,,,,,,,,,,,,,stapler
324,001939.jpg,,,,,,,,,,,,,,,,,,,,,needle
324,001939.jpg,,,,,,,,,,,,,,,,,,,,,holder
324,001939.jpg,63.17283,179.515,491,327.5616,0.9850242,,,,,,,,,,,,,,,,stitcher
324,001939.jpg,,,,,,,,,,,,,,,,,,,,,background
325,001945.jpg,10.51108,151.3224,67.66079,329.6707,0.9999936,,,,,,,,,,,,,,,,grasper
325,001945.jpg,,,,,,,,,,,,,,,,,,,,,stapler
325,001945.jpg,,,,,,,,,,,,,,,,,,,,,needle
325,001945.jpg,,,,,,,,,,,,,,,,,,,,,holder
325,001945.jpg,105.9326,152.6731,491,332.3098,0.9999838,,,,,,,,,,,,,,,,stitcher
325,001945.jpg,,,,,,,,,,,,,,,,,,,,,background
326,001951.jpg,5.111341,141.824,58.46894,315.0305,0.9999783,,,,,,,,,,,,,,,,grasper
326,001951.jpg,,,,,,,,,,,,,,,,,,,,,stapler
326,001951.jpg,,,,,,,,,,,,,,,,,,,,,needle
326,001951.jpg,,,,,,,,,,,,,,,,,,,,,holder
326,001951.jpg,138.9581,124.1961,300.6072,339.4936,0.9999601,,,,,,,,,,,,,,,,stitcher
326,001951.jpg,,,,,,,,,,,,,,,,,,,,,background
327,001957.jpg,14.05903,141.2218,56.09145,319.9927,0.9999671,,,,,,,,,,,,,,,,grasper
327,001957.jpg,,,,,,,,,,,,,,,,,,,,,stapler
327,001957.jpg,,,,,,,,,,,,,,,,,,,,,needle
327,001957.jpg,,,,,,,,,,,,,,,,,,,,,holder
327,001957.jpg,238.7157,112.5248,379.5504,340.351,0.9651341,,,,,,,,,,,,,,,,stitcher
327,001957.jpg,,,,,,,,,,,,,,,,,,,,,background
328,001963.jpg,6.552702,136.3232,44.72212,315.9585,0.9973733,,,,,,,,,,,,,,,,grasper
328,001963.jpg,,,,,,,,,,,,,,,,,,,,,stapler
328,001963.jpg,,,,,,,,,,,,,,,,,,,,,needle
328,001963.jpg,,,,,,,,,,,,,,,,,,,,,holder
328,001963.jpg,222.2322,129.5812,422.359,351,0.9996775,,,,,,,,,,,,,,,,stitcher
328,001963.jpg,,,,,,,,,,,,,,,,,,,,,background
329,001969.jpg,4.387446,130.2754,42.19328,314.1028,0.9999778,,,,,,,,,,,,,,,,grasper
329,001969.jpg,,,,,,,,,,,,,,,,,,,,,stapler
329,001969.jpg,,,,,,,,,,,,,,,,,,,,,needle
329,001969.jpg,,,,,,,,,,,,,,,,,,,,,holder
329,001969.jpg,192.1192,126.0451,381.517,341.6504,0.9999973,,,,,,,,,,,,,,,,stitcher
329,001969.jpg,,,,,,,,,,,,,,,,,,,,,background
330,001975.jpg,,,,,,,,,,,,,,,,,,,,,grasper
330,001975.jpg,,,,,,,,,,,,,,,,,,,,,stapler
330,001975.jpg,,,,,,,,,,,,,,,,,,,,,needle
330,001975.jpg,,,,,,,,,,,,,,,,,,,,,holder
330,001975.jpg,200.112,151.3586,359.1575,349.6771,0.9999924,,,,,,,,,,,,,,,,stitcher
330,001975.jpg,,,,,,,,,,,,,,,,,,,,,background
331,001981.jpg,,,,,,,,,,,,,,,,,,,,,grasper
331,001981.jpg,,,,,,,,,,,,,,,,,,,,,stapler
331,001981.jpg,,,,,,,,,,,,,,,,,,,,,needle
331,001981.jpg,,,,,,,,,,,,,,,,,,,,,holder
331,001981.jpg,199.4012,103.8234,347.7211,335.1352,0.9999987,,,,,,,,,,,,,,,,stitcher
331,001981.jpg,,,,,,,,,,,,,,,,,,,,,background
332,001987.jpg,,,,,,,,,,,,,,,,,,,,,grasper
332,001987.jpg,,,,,,,,,,,,,,,,,,,,,stapler
332,001987.jpg,,,,,,,,,,,,,,,,,,,,,needle
332,001987.jpg,,,,,,,,,,,,,,,,,,,,,holder
332,001987.jpg,174.9795,112.4059,332.188,351,0.9999958,,,,,,,,,,,,,,,,stitcher
332,001987.jpg,,,,,,,,,,,,,,,,,,,,,background
333,001993.jpg,,,,,,,,,,,,,,,,,,,,,grasper
333,001993.jpg,,,,,,,,,,,,,,,,,,,,,stapler
333,001993.jpg,,,,,,,,,,,,,,,,,,,,,needle
333,001993.jpg,,,,,,,,,,,,,,,,,,,,,holder
333,001993.jpg,171.4738,178.9995,314.7213,343.0581,0.9999992,,,,,,,,,,,,,,,,stitcher
333,001993.jpg,,,,,,,,,,,,,,,,,,,,,background
334,001999.jpg,,,,,,,,,,,,,,,,,,,,,grasper
334,001999.jpg,,,,,,,,,,,,,,,,,,,,,stapler
334,001999.jpg,,,,,,,,,,,,,,,,,,,,,needle
334,001999.jpg,,,,,,,,,,,,,,,,,,,,,holder
334,001999.jpg,150.104,182.7021,292.4235,347.5395,0.9999979,,,,,,,,,,,,,,,,stitcher
334,001999.jpg,,,,,,,,,,,,,,,,,,,,,background
335,002005.jpg,,,,,,,,,,,,,,,,,,,,,grasper
335,002005.jpg,,,,,,,,,,,,,,,,,,,,,stapler
335,002005.jpg,,,,,,,,,,,,,,,,,,,,,needle
335,002005.jpg,,,,,,,,,,,,,,,,,,,,,holder
335,002005.jpg,165.197,187.6781,288.2015,342.5397,0.9999988,,,,,,,,,,,,,,,,stitcher
335,002005.jpg,,,,,,,,,,,,,,,,,,,,,background
336,002011.jpg,,,,,,,,,,,,,,,,,,,,,grasper
336,002011.jpg,,,,,,,,,,,,,,,,,,,,,stapler
336,002011.jpg,,,,,,,,,,,,,,,,,,,,,needle
336,002011.jpg,,,,,,,,,,,,,,,,,,,,,holder
336,002011.jpg,157.4144,174.1033,280.0259,348.5314,0.9999868,,,,,,,,,,,,,,,,stitcher
336,002011.jpg,,,,,,,,,,,,,,,,,,,,,background
337,002017.jpg,,,,,,,,,,,,,,,,,,,,,grasper
337,002017.jpg,,,,,,,,,,,,,,,,,,,,,stapler
337,002017.jpg,,,,,,,,,,,,,,,,,,,,,needle
337,002017.jpg,,,,,,,,,,,,,,,,,,,,,holder
337,002017.jpg,163.125,191.2996,302.7407,346.3718,0.9999442,,,,,,,,,,,,,,,,stitcher
337,002017.jpg,,,,,,,,,,,,,,,,,,,,,background
338,002023.jpg,,,,,,,,,,,,,,,,,,,,,grasper
338,002023.jpg,,,,,,,,,,,,,,,,,,,,,stapler
338,002023.jpg,,,,,,,,,,,,,,,,,,,,,needle
338,002023.jpg,,,,,,,,,,,,,,,,,,,,,holder
338,002023.jpg,165.3263,196.0268,304.5974,341.5211,0.9999784,,,,,,,,,,,,,,,,stitcher
338,002023.jpg,,,,,,,,,,,,,,,,,,,,,background
339,002029.jpg,,,,,,,,,,,,,,,,,,,,,grasper
339,002029.jpg,,,,,,,,,,,,,,,,,,,,,stapler
339,002029.jpg,,,,,,,,,,,,,,,,,,,,,needle
339,002029.jpg,,,,,,,,,,,,,,,,,,,,,holder
339,002029.jpg,146.7919,217.2935,265.2888,349.7231,0.99998,,,,,,,,,,,,,,,,stitcher
339,002029.jpg,,,,,,,,,,,,,,,,,,,,,background
340,002035.jpg,,,,,,,,,,,,,,,,,,,,,grasper
340,002035.jpg,,,,,,,,,,,,,,,,,,,,,stapler
340,002035.jpg,,,,,,,,,,,,,,,,,,,,,needle
340,002035.jpg,,,,,,,,,,,,,,,,,,,,,holder
340,002035.jpg,102.7786,221.0193,219.0544,348.4717,0.9987878,,,,,,,,,,,,,,,,stitcher
340,002035.jpg,,,,,,,,,,,,,,,,,,,,,background
341,002041.jpg,,,,,,,,,,,,,,,,,,,,,grasper
341,002041.jpg,,,,,,,,,,,,,,,,,,,,,stapler
341,002041.jpg,,,,,,,,,,,,,,,,,,,,,needle
341,002041.jpg,,,,,,,,,,,,,,,,,,,,,holder
341,002041.jpg,96.4931,202.9869,220.4772,347.5418,0.9998168,,,,,,,,,,,,,,,,stitcher
341,002041.jpg,,,,,,,,,,,,,,,,,,,,,background
342,002047.jpg,,,,,,,,,,,,,,,,,,,,,grasper
342,002047.jpg,,,,,,,,,,,,,,,,,,,,,stapler
342,002047.jpg,,,,,,,,,,,,,,,,,,,,,needle
342,002047.jpg,,,,,,,,,,,,,,,,,,,,,holder
342,002047.jpg,106.0952,182.4315,228.3227,347.2411,0.9999622,,,,,,,,,,,,,,,,stitcher
342,002047.jpg,,,,,,,,,,,,,,,,,,,,,background
343,002053.jpg,,,,,,,,,,,,,,,,,,,,,grasper
