seq,frame,coord_ 1,coord_ 2,coord_ 3,coord_ 4,coord_ 5,coord_ 6,coord_ 7,coord_ 8,coord_ 9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,class
142,000847.jpg,,,,,,,,,,,,,,,,stitcher
142,000847.jpg,,,,,,,,,,,,,,,,background
143,000853.jpg,165.4938,271.7866,267.6918,18.89013,358.4529,397.1262,346.0618,66.11156,0.999989,0.682393,,,,,,grasper
143,000853.jpg,,,,,,,,,,,,,,,,stapler
143,000853.jpg,288.3198,224.3239,95.74558,24.23217,355.541,282.3744,195.5341,107.503,0.9996578,0.9354521,,,,,,needle
143,000853.jpg,309.6522,111.2819,425.5074,179.1957,0.999908,,,,,,,,,,,holder
143,000853.jpg,,,,,,,,,,,,,,,,stitcher
143,000853.jpg,,,,,,,,,,,,,,,,background
144,000859.jpg,177.4535,272.5348,265.678,16.91053,354.2593,400.1129,346.5558,63.54884,0.9999827,0.6198371,,,,,,grasper
144,000859.jpg,,,,,,,,,,,,,,,,stapler
144,000859.jpg,262.8532,217.0906,89.37299,18.23758,349.4345,291.1075,194.6896,96.57279,0.999957,0.9096268,,,,,,needle
144,000859.jpg,291.0056,102.4246,429.4826,174.8466,0.9999237,,,,,,,,,,,holder
144,000859.jpg,,,,,,,,,,,,,,,,stitcher
144,000859.jpg,,,,,,,,,,,,,,,,background
145,000865.jpg,179.9592,267.145,354.1547,346.6167,0.9999924,,,,,,,,,,,grasper
145,000865.jpg,,,,,,,,,,,,,,,,stapler
145,000865.jpg,267.054,207.1962,95.3191,21.35184,349.8022,279.4457,204.0195,98.37764,0.9999121,0.9431829,,,,,,needle
145,000865.jpg,298.7398,115.334,426.6669,182.2698,0.999969,,,,,,,,,,,holder
145,000865.jpg,,,,,,,,,,,,,,,,stitcher
145,000865.jpg,,,,,,,,,,,,,,,,background
146,000871.jpg,191.9514,258.706,360.2896,341.0458,0.9999872,,,,,,,,,,,grasper
146,000871.jpg,,,,,,,,,,,,,,,,stapler
146,000871.jpg,272.9569,213.4328,99.53336,22.95694,344.5476,285.3219,207.9021,124.471,0.9999,0.9903001,,,,,,needle
146,000871.jpg,295.4099,123.6073,432.3839,198.7663,0.999952,,,,,,,,,,,holder
146,000871.jpg,,,,,,,,,,,,,,,,stitcher
146,000871.jpg,,,,,,,,,,,,,,,,background
147,000877.jpg,192.2641,252.7352,363.013,341.0814,0.9999837,,,,,,,,,,,grasper
147,000877.jpg,,,,,,,,,,,,,,,,stapler
147,000877.jpg,260.5063,213.7519,104.6607,23.37299,340.2058,285.7934,216.6644,122.393,0.9999353,0.9907698,,,,,,needle
147,000877.jpg,299.0414,122.6119,427.0068,200.7752,0.9999722,,,,,,,,,,,holder
147,000877.jpg,,,,,,,,,,,,,,,,stitcher
147,000877.jpg,,,,,,,,,,,,,,,,background
148,000883.jpg,203.8293,283.707,253.3139,15.68968,371.7738,371.373,335.2764,73.9145,0.9999939,0.9257939,,,,,,grasper
148,000883.jpg,,,,,,,,,,,,,,,,stapler
148,000883.jpg,249.9899,199.4394,88.40256,6.688813,332.3647,290.7703,232.0534,118.5231,0.9998009,0.9939858,,,,,,needle
148,000883.jpg,275.8295,123.9575,417.789,199.6518,0.9999427,,,,,,,,,,,holder
148,000883.jpg,,,,,,,,,,,,,,,,stitcher
148,000883.jpg,,,,,,,,,,,,,,,,background
149,000889.jpg,224.9575,269.5063,389.9897,344.4123,0.9999831,,,,,,,,,,,grasper
149,000889.jpg,,,,,,,,,,,,,,,,stapler
149,000889.jpg,202.219,211.4052,91.48811,22.44774,306.8935,286.5568,240.6718,104.1967,0.9999696,0.898842,,,,,,needle
149,000889.jpg,258.008,129.5384,387.4025,217.7454,0.9999808,,,,,,,,,,,holder
149,000889.jpg,,,,,,,,,,,,,,,,stitcher
149,000889.jpg,,,,,,,,,,,,,,,,background
150,000895.jpg,229.8316,267.9159,422.6064,348.7097,0.9999692,,,,,,,,,,,grasper
150,000895.jpg,,,,,,,,,,,,,,,,stapler
150,000895.jpg,147.871,215.7574,104.164,8.540337,278.2663,286.3941,234.764,138.5521,0.9653778,0.9344197,,,,,,needle
150,000895.jpg,234.6152,146.8987,360.0208,235.6347,0.9994476,,,,,,,,,,,holder
150,000895.jpg,,,,,,,,,,,,,,,,stitcher
150,000895.jpg,,,,,,,,,,,,,,,,background
151,000901.jpg,16.24488,210.6718,241.5985,317.0471,0.9999447,,,,,,,,,,,grasper
151,000901.jpg,,,,,,,,,,,,,,,,stapler
151,000901.jpg,209.7481,37.30458,352.7607,171.9246,0.9999536,,,,,,,,,,,needle
151,000901.jpg,271.6658,91.35053,431.2179,175.7722,0.9999899,,,,,,,,,,,holder
151,000901.jpg,,,,,,,,,,,,,,,,stitcher
151,000901.jpg,,,,,,,,,,,,,,,,background
152,000907.jpg,34.05222,107.3269,236.2308,230.514,0.9998605,,,,,,,,,,,grasper
152,000907.jpg,,,,,,,,,,,,,,,,stapler
152,000907.jpg,232.9601,25.25426,389.7697,121.7505,0.9999717,,,,,,,,,,,needle
152,000907.jpg,310.1779,58.73289,450.3472,131.6906,0.9999965,,,,,,,,,,,holder
152,000907.jpg,,,,,,,,,,,,,,,,stitcher
152,000907.jpg,,,,,,,,,,,,,,,,background
153,000913.jpg,88.7957,127.7695,254.6666,276.8378,0.9999977,,,,,,,,,,,grasper
153,000913.jpg,,,,,,,,,,,,,,,,stapler
153,000913.jpg,243.3615,8.337798,393.0433,103.3944,0.9999944,,,,,,,,,,,needle
153,000913.jpg,311.3807,48.76398,467.728,120.2017,0.999992,,,,,,,,,,,holder
153,000913.jpg,,,,,,,,,,,,,,,,stitcher
153,000913.jpg,,,,,,,,,,,,,,,,background
154,000919.jpg,90.85544,139.2275,247.9018,270.6259,0.9999939,,,,,,,,,,,grasper
154,000919.jpg,,,,,,,,,,,,,,,,stapler
154,000919.jpg,241.856,3.553801,389.1306,98.83803,0.999922,,,,,,,,,,,needle
154,000919.jpg,302.1416,36.40052,445.3798,105.9373,0.9999727,,,,,,,,,,,holder
154,000919.jpg,,,,,,,,,,,,,,,,stitcher
154,000919.jpg,,,,,,,,,,,,,,,,background
155,000925.jpg,106.9364,125.5499,245.2339,268.6957,0.9999816,,,,,,,,,,,grasper
155,000925.jpg,,,,,,,,,,,,,,,,stapler
155,000925.jpg,233.0887,4.88994,399.734,85.98215,0.9997644,,,,,,,,,,,needle
155,000925.jpg,288.45,15.03064,437.3082,88.86343,0.9999352,,,,,,,,,,,holder
155,000925.jpg,,,,,,,,,,,,,,,,stitcher
155,000925.jpg,,,,,,,,,,,,,,,,background
156,000931.jpg,110.7204,127.1414,223.9304,246.355,0.999981,,,,,,,,,,,grasper
156,000931.jpg,,,,,,,,,,,,,,,,stapler
156,000931.jpg,239.3261,9.266033,382.331,82.85796,0.9994226,,,,,,,,,,,needle
156,000931.jpg,285.4141,20.76368,463.5923,88.16718,0.9999658,,,,,,,,,,,holder
156,000931.jpg,,,,,,,,,,,,,,,,stitcher
156,000931.jpg,,,,,,,,,,,,,,,,background
157,000937.jpg,105.1172,114.6942,213.3558,207.371,0.9999819,,,,,,,,,,,grasper
157,000937.jpg,,,,,,,,,,,,,,,,stapler
157,000937.jpg,210.1382,8.10404,367.8788,92.7756,0.9999797,,,,,,,,,,,needle
157,000937.jpg,301.2731,25.07052,445.0034,108.7226,0.9999909,,,,,,,,,,,holder
157,000937.jpg,,,,,,,,,,,,,,,,stitcher
157,000937.jpg,,,,,,,,,,,,,,,,background
158,000943.jpg,49.70504,111.8792,173.024,212.3373,0.9999723,,,,,,,,,,,grasper
158,000943.jpg,,,,,,,,,,,,,,,,stapler
158,000943.jpg,201.0433,282.4296,14.20034,13.97427,351.2039,350.0099,141.5552,91.07087,0.9998178,0.7432808,,,,,,needle
158,000943.jpg,276.5675,53.39173,429.6299,133.054,0.9999946,,,,,,,,,,,holder
158,000943.jpg,,,,,,,,,,,,,,,,stitcher
158,000943.jpg,,,,,,,,,,,,,,,,background
159,000949.jpg,36.60409,175.4724,179.1217,248.4437,0.9999888,,,,,,,,,,,grasper
159,000949.jpg,,,,,,,,,,,,,,,,stapler
159,000949.jpg,180.9719,22.44144,322.7502,154.418,0.9998197,,,,,,,,,,,needle
159,000949.jpg,251.8365,65.61475,402.1325,151.2998,0.9996231,,,,,,,,,,,holder
159,000949.jpg,,,,,,,,,,,,,,,,stitcher
159,000949.jpg,,,,,,,,,,,,,,,,background
160,000955.jpg,31.8287,171.8278,184.4461,239.5223,0.9999987,,,,,,,,,,,grasper
160,000955.jpg,,,,,,,,,,,,,,,,stapler
160,000955.jpg,170.7124,33.43423,294.6659,175.6335,0.9999141,,,,,,,,,,,needle
160,000955.jpg,237.5698,80.51972,400.2,162.2261,0.9999105,,,,,,,,,,,holder
160,000955.jpg,,,,,,,,,,,,,,,,stitcher
160,000955.jpg,,,,,,,,,,,,,,,,background
161,000961.jpg,28.66949,288.9818,162.3076,7.727903,183.3715,371.0231,241.2948,69.1203,0.9999976,0.8162152,,,,,,grasper
161,000961.jpg,,,,,,,,,,,,,,,,stapler
161,000961.jpg,172.7962,43.58998,285.7604,174.5063,0.9999342,,,,,,,,,,,needle
161,000961.jpg,226.6808,83.98996,371.9836,171.0836,0.9997801,,,,,,,,,,,holder
161,000961.jpg,,,,,,,,,,,,,,,,stitcher
161,000961.jpg,,,,,,,,,,,,,,,,background
162,000967.jpg,23.03899,168.9386,187.14,244.7626,0.9999968,,,,,,,,,,,grasper
162,000967.jpg,,,,,,,,,,,,,,,,stapler
162,000967.jpg,175.6196,47.15128,295.3933,184.099,0.9999692,,,,,,,,,,,needle
162,000967.jpg,233.6685,91.91794,382.7714,168.4267,0.9999433,,,,,,,,,,,holder
162,000967.jpg,,,,,,,,,,,,,,,,stitcher
162,000967.jpg,,,,,,,,,,,,,,,,background
163,000973.jpg,12.52805,166.9869,182.4824,246.9801,0.9999909,,,,,,,,,,,grasper
163,000973.jpg,,,,,,,,,,,,,,,,stapler
163,000973.jpg,170.2729,56.55598,283.9283,191.6843,0.9999137,,,,,,,,,,,needle
163,000973.jpg,222.8944,91.41113,355.4803,186.7184,0.9999045,,,,,,,,,,,holder
163,000973.jpg,,,,,,,,,,,,,,,,stitcher
163,000973.jpg,,,,,,,,,,,,,,,,background
164,000979.jpg,34.04228,176.5604,183.9937,244.3326,0.9999944,,,,,,,,,,,grasper
164,000979.jpg,,,,,,,,,,,,,,,,stapler
164,000979.jpg,182.4653,63.30655,272.5538,181.0649,0.999759,,,,,,,,,,,needle
164,000979.jpg,226.2255,96.83614,359.5588,176.2221,0.999858,,,,,,,,,,,holder
164,000979.jpg,,,,,,,,,,,,,,,,stitcher
164,000979.jpg,,,,,,,,,,,,,,,,background
165,000985.jpg,21.50011,290.2439,176.7838,19.95505,196.4475,384.3651,254.3415,71.35073,0.9999946,0.9390828,,,,,,grasper
165,000985.jpg,,,,,,,,,,,,,,,,stapler
165,000985.jpg,188.224,63.22943,297.9223,183.8431,0.9999335,,,,,,,,,,,needle
165,000985.jpg,249.3184,99.30688,403.7629,176.1606,0.9999033,,,,,,,,,,,holder
165,000985.jpg,,,,,,,,,,,,,,,,stitcher
165,000985.jpg,,,,,,,,,,,,,,,,background
166,000991.jpg,29.05755,176.4672,196.3563,254.2136,0.9999968,,,,,,,,,,,grasper
166,000991.jpg,,,,,,,,,,,,,,,,stapler
166,000991.jpg,195.5007,71.11521,297.2304,186.9198,0.9999028,,,,,,,,,,,needle
166,000991.jpg,246.4114,94.97618,384.4637,180.6356,0.9998777,,,,,,,,,,,holder
166,000991.jpg,,,,,,,,,,,,,,,,stitcher
166,000991.jpg,,,,,,,,,,,,,,,,background
167,000997.jpg,42.78484,169.8624,201.84,242.9592,0.9999955,,,,,,,,,,,grasper
167,000997.jpg,,,,,,,,,,,,,,,,stapler
167,000997.jpg,197.0646,64.97286,274.8758,185.6147,0.9999667,,,,,,,,,,,needle
167,000997.jpg,237.578,92.52524,358.742,179.3232,0.9999493,,,,,,,,,,,holder
167,000997.jpg,,,,,,,,,,,,,,,,stitcher
167,000997.jpg,,,,,,,,,,,,,,,,background
168,001003.jpg,39.33892,180.8437,195.2391,255.9787,0.9999893,,,,,,,,,,,grasper
168,001003.jpg,,,,,,,,,,,,,,,,stapler
168,001003.jpg,193.5812,46.32613,272.724,177.7733,0.9999616,,,,,,,,,,,needle
168,001003.jpg,227.9036,92.32119,351.3214,171.3309,0.9997415,,,,,,,,,,,holder
168,001003.jpg,,,,,,,,,,,,,,,,stitcher
168,001003.jpg,,,,,,,,,,,,,,,,background
169,001009.jpg,26.17396,180.559,192.2987,269.175,0.9999918,,,,,,,,,,,grasper
169,001009.jpg,,,,,,,,,,,,,,,,stapler
169,001009.jpg,195.4429,42.65788,268.3687,171.7532,0.9999284,,,,,,,,,,,needle
169,001009.jpg,232.1479,101.1746,314.2276,174.4893,0.9999646,,,,,,,,,,,holder
169,001009.jpg,,,,,,,,,,,,,,,,stitcher
169,001009.jpg,,,,,,,,,,,,,,,,background
170,001015.jpg,32.83604,178.4337,204.7708,265.2266,0.9999861,,,,,,,,,,,grasper
170,001015.jpg,,,,,,,,,,,,,,,,stapler
170,001015.jpg,201.6842,39.90013,300.2081,158.8828,0.9999685,,,,,,,,,,,needle
170,001015.jpg,246.0994,92.41531,351.9721,161.6226,0.9999,,,,,,,,,,,holder
170,001015.jpg,,,,,,,,,,,,,,,,stitcher
170,001015.jpg,,,,,,,,,,,,,,,,background
171,001021.jpg,29.51526,181.5755,205.2486,261.6983,0.9999813,,,,,,,,,,,grasper
171,001021.jpg,,,,,,,,,,,,,,,,stapler
171,001021.jpg,189.6522,54.36409,312.6305,156.9261,0.99998,,,,,,,,,,,needle
171,001021.jpg,257.0392,98.62363,357.1174,161.9064,0.9999961,,,,,,,,,,,holder
171,001021.jpg,,,,,,,,,,,,,,,,stitcher
171,001021.jpg,,,,,,,,,,,,,,,,background
172,001027.jpg,34.54884,187.1732,220.82,268.5279,0.9999937,,,,,,,,,,,grasper
172,001027.jpg,,,,,,,,,,,,,,,,stapler
172,001027.jpg,180.4549,52.83552,307.4981,163.0965,0.9999683,,,,,,,,,,,needle
172,001027.jpg,250.3939,101.9892,351.2096,178.7641,0.9999056,,,,,,,,,,,holder
172,001027.jpg,,,,,,,,,,,,,,,,stitcher
172,001027.jpg,,,,,,,,,,,,,,,,background
173,001033.jpg,28.08958,184.2094,227.2584,273.6379,0.9999942,,,,,,,,,,,grasper
173,001033.jpg,,,,,,,,,,,,,,,,stapler
173,001033.jpg,177.7387,50.23496,304.5539,167.7904,0.9999796,,,,,,,,,,,needle
173,001033.jpg,235.8714,93.75439,334.4351,176.9121,0.9999652,,,,,,,,,,,holder
173,001033.jpg,,,,,,,,,,,,,,,,stitcher
173,001033.jpg,,,,,,,,,,,,,,,,background
174,001039.jpg,48.68363,176.0556,235.5393,267.6942,0.9999933,,,,,,,,,,,grasper
174,001039.jpg,,,,,,,,,,,,,,,,stapler
174,001039.jpg,175.7083,45.3233,271.9626,152.4054,0.9945082,,,,,,,,,,,needle
174,001039.jpg,194.5499,88.19053,298.231,162.2783,0.999961,,,,,,,,,,,holder
174,001039.jpg,,,,,,,,,,,,,,,,stitcher
174,001039.jpg,,,,,,,,,,,,,,,,background
175,001045.jpg,57.21638,180.7705,246.81,264.6353,0.9999938,,,,,,,,,,,grasper
175,001045.jpg,,,,,,,,,,,,,,,,stapler
175,001045.jpg,121.5946,55.56744,257.9204,135.7099,0.9999725,,,,,,,,,,,needle
175,001045.jpg,176.8716,89.2632,256.0422,156.3708,0.9999785,,,,,,,,,,,holder
175,001045.jpg,,,,,,,,,,,,,,,,stitcher
175,001045.jpg,,,,,,,,,,,,,,,,background
176,001051.jpg,57.5624,167.1573,246.36,257.707,0.9999825,,,,,,,,,,,grasper
176,001051.jpg,,,,,,,,,,,,,,,,stapler
176,001051.jpg,113.696,52.16664,248.1726,118.1261,0.9984137,,,,,,,,,,,needle
176,001051.jpg,175.26,254.1003,88.19979,19.81233,280.1292,398.9305,156.2356,63.03311,0.9999473,0.6474879,,,,,,holder
176,001051.jpg,,,,,,,,,,,,,,,,stitcher
176,001051.jpg,,,,,,,,,,,,,,,,background
177,001057.jpg,90.09199,240.299,198.8653,80.01157,252.5091,395.2705,276.4729,173.6414,0.9998914,0.9989397,,,,,,grasper
177,001057.jpg,,,,,,,,,,,,,,,,stapler
177,001057.jpg,173.4601,68.08397,270.894,145.1131,0.9927437,,,,,,,,,,,needle
177,001057.jpg,,,,,,,,,,,,,,,,holder
177,001057.jpg,,,,,,,,,,,,,,,,stitcher
177,001057.jpg,,,,,,,,,,,,,,,,background
178,001063.jpg,93.61198,258.2556,193.2386,114.9496,249.7752,491,285.5146,187.7775,0.9999819,0.9741295,,,,,,grasper
178,001063.jpg,,,,,,,,,,,,,,,,stapler
178,001063.jpg,,,,,,,,,,,,,,,,needle
178,001063.jpg,,,,,,,,,,,,,,,,holder
178,001063.jpg,,,,,,,,,,,,,,,,stitcher
178,001063.jpg,,,,,,,,,,,,,,,,background
179,001069.jpg,75.32766,197.0504,200.2712,78.60601,258.4669,322.3166,280.9767,165.3026,0.9999894,0.6567047,,,,,,grasper
179,001069.jpg,,,,,,,,,,,,,,,,stapler
179,001069.jpg,,,,,,,,,,,,,,,,needle
179,001069.jpg,200.1171,83.54151,330.0701,159.1466,0.9827096,,,,,,,,,,,holder
179,001069.jpg,,,,,,,,,,,,,,,,stitcher
179,001069.jpg,,,,,,,,,,,,,,,,background
180,001075.jpg,80.43385,190.3089,257.3479,279.2067,0.9999962,,,,,,,,,,,grasper
180,001075.jpg,,,,,,,,,,,,,,,,stapler
180,001075.jpg,,,,,,,,,,,,,,,,needle
180,001075.jpg,201.438,87.38847,324.8021,162.5693,0.9997593,,,,,,,,,,,holder
180,001075.jpg,,,,,,,,,,,,,,,,stitcher
180,001075.jpg,,,,,,,,,,,,,,,,background
181,001081.jpg,86.30395,190.6834,263.6433,281.5307,0.9999937,,,,,,,,,,,grasper
181,001081.jpg,,,,,,,,,,,,,,,,stapler
181,001081.jpg,,,,,,,,,,,,,,,,needle
181,001081.jpg,222.2662,86.97919,320.364,159.6953,0.9999584,,,,,,,,,,,holder
181,001081.jpg,,,,,,,,,,,,,,,,stitcher
181,001081.jpg,,,,,,,,,,,,,,,,background
182,001087.jpg,130.5472,203.4894,273.4249,291.7106,0.9997635,,,,,,,,,,,grasper
182,001087.jpg,,,,,,,,,,,,,,,,stapler
182,001087.jpg,226.2664,62.12337,314.2507,194.2306,0.78444,,,,,,,,,,,needle
182,001087.jpg,225.1132,49.58676,341.0296,131.3658,0.9990034,,,,,,,,,,,holder
182,001087.jpg,,,,,,,,,,,,,,,,stitcher
182,001087.jpg,,,,,,,,,,,,,,,,background
183,001093.jpg,138.0627,242.5164,324.8025,313.9756,0.9968166,,,,,,,,,,,grasper
183,001093.jpg,,,,,,,,,,,,,,,,stapler
183,001093.jpg,,,,,,,,,,,,,,,,needle
183,001093.jpg,,,,,,,,,,,,,,,,holder
183,001093.jpg,,,,,,,,,,,,,,,,stitcher
183,001093.jpg,,,,,,,,,,,,,,,,background
184,001099.jpg,23.61244,213.936,243.7765,301.2569,0.9997619,,,,,,,,,,,grasper
184,001099.jpg,,,,,,,,,,,,,,,,stapler
184,001099.jpg,,,,,,,,,,,,,,,,needle
184,001099.jpg,,,,,,,,,,,,,,,,holder
184,001099.jpg,,,,,,,,,,,,,,,,stitcher
184,001099.jpg,,,,,,,,,,,,,,,,background
185,001105.jpg,179.0292,91.27178,109.6749,77.98162,273.7827,206.6225,190.0081,184.9906,0.982264,0.9396674,,,,,,grasper
185,001105.jpg,,,,,,,,,,,,,,,,stapler
185,001105.jpg,,,,,,,,,,,,,,,,needle
185,001105.jpg,,,,,,,,,,,,,,,,holder
185,001105.jpg,,,,,,,,,,,,,,,,stitcher
185,001105.jpg,,,,,,,,,,,,,,,,background
186,001111.jpg,176.6646,90.55211,330.5249,168.558,0.9999788,,,,,,,,,,,grasper
186,001111.jpg,,,,,,,,,,,,,,,,stapler
186,001111.jpg,,,,,,,,,,,,,,,,needle
186,001111.jpg,,,,,,,,,,,,,,,,holder
186,001111.jpg,,,,,,,,,,,,,,,,stitcher
186,001111.jpg,,,,,,,,,,,,,,,,background
187,001117.jpg,135.6296,50.80104,288.0068,134.2881,0.9999973,,,,,,,,,,,grasper
187,001117.jpg,,,,,,,,,,,,,,,,stapler
187,001117.jpg,,,,,,,,,,,,,,,,needle
187,001117.jpg,302.303,1,491,66.86472,0.9994401,,,,,,,,,,,holder
187,001117.jpg,,,,,,,,,,,,,,,,stitcher
187,001117.jpg,,,,,,,,,,,,,,,,background
188,001123.jpg,166.4037,35.30816,302.9111,100.7036,0.9182746,,,,,,,,,,,grasper
188,001123.jpg,,,,,,,,,,,,,,,,stapler
188,001123.jpg,,,,,,,,,,,,,,,,needle
188,001123.jpg,249.8258,63.17625,442.9353,133.9182,0.6942188,,,,,,,,,,,holder
188,001123.jpg,,,,,,,,,,,,,,,,stitcher
188,001123.jpg,,,,,,,,,,,,,,,,background
189,001129.jpg,161.2131,30.26857,284.4582,96.31312,0.9902132,,,,,,,,,,,grasper
189,001129.jpg,,,,,,,,,,,,,,,,stapler
189,001129.jpg,,,,,,,,,,,,,,,,needle
189,001129.jpg,197.7272,50.56966,312.328,142.2074,0.982291,,,,,,,,,,,holder
189,001129.jpg,,,,,,,,,,,,,,,,stitcher
189,001129.jpg,,,,,,,,,,,,,,,,background
190,001135.jpg,104.3271,27.21207,285.381,123.2914,0.7720601,,,,,,,,,,,grasper
190,001135.jpg,,,,,,,,,,,,,,,,stapler
190,001135.jpg,,,,,,,,,,,,,,,,needle
190,001135.jpg,112.7354,34.74723,299.6645,131.6009,0.9497749,,,,,,,,,,,holder
190,001135.jpg,,,,,,,,,,,,,,,,stitcher
190,001135.jpg,,,,,,,,,,,,,,,,background
191,001141.jpg,8.07065,120.9607,134.0426,190.2886,0.9999825,,,,,,,,,,,grasper
191,001141.jpg,,,,,,,,,,,,,,,,stapler
191,001141.jpg,,,,,,,,,,,,,,,,needle
191,001141.jpg,168.3779,96.14334,253.2352,162.355,0.9997297,,,,,,,,,,,holder
191,001141.jpg,,,,,,,,,,,,,,,,stitcher
191,001141.jpg,,,,,,,,,,,,,,,,background
192,001147.jpg,,,,,,,,,,,,,,,,grasper
192,001147.jpg,,,,,,,,,,,,,,,,stapler
192,001147.jpg,,,,,,,,,,,,,,,,needle
192,001147.jpg,193.5054,98.74548,284.3285,178.6411,0.9996873,,,,,,,,,,,holder
192,001147.jpg,,,,,,,,,,,,,,,,stitcher
192,001147.jpg,,,,,,,,,,,,,,,,background
193,001153.jpg,,,,,,,,,,,,,,,,grasper
193,001153.jpg,,,,,,,,,,,,,,,,stapler
193,001153.jpg,,,,,,,,,,,,,,,,needle
193,001153.jpg,206.9711,97.04649,310.3719,175.8611,0.9999437,,,,,,,,,,,holder
193,001153.jpg,,,,,,,,,,,,,,,,stitcher
193,001153.jpg,,,,,,,,,,,,,,,,background
194,001159.jpg,36.17566,59.46178,232.1158,170.284,0.9999702,,,,,,,,,,,grasper
194,001159.jpg,,,,,,,,,,,,,,,,stapler
194,001159.jpg,,,,,,,,,,,,,,,,needle
194,001159.jpg,198.147,99.09674,323.137,181.2621,0.9998401,,,,,,,,,,,holder
194,001159.jpg,,,,,,,,,,,,,,,,stitcher
194,001159.jpg,,,,,,,,,,,,,,,,background
195,001165.jpg,82.30573,79.16162,213.2475,181.6101,0.9999985,,,,,,,,,,,grasper
195,001165.jpg,,,,,,,,,,,,,,,,stapler
195,001165.jpg,,,,,,,,,,,,,,,,needle
195,001165.jpg,206.08,102.4826,316.838,181.4008,0.999885,,,,,,,,,,,holder
195,001165.jpg,,,,,,,,,,,,,,,,stitcher
195,001165.jpg,,,,,,,,,,,,,,,,background
196,001171.jpg,77.15576,132.6343,211.3578,206.4175,0.9999086,,,,,,,,,,,grasper
196,001171.jpg,,,,,,,,,,,,,,,,stapler
196,001171.jpg,,,,,,,,,,,,,,,,needle
196,001171.jpg,200.6352,104.3225,312.6401,179.1973,0.9998759,,,,,,,,,,,holder
196,001171.jpg,,,,,,,,,,,,,,,,stitcher
196,001171.jpg,,,,,,,,,,,,,,,,background
197,001177.jpg,14.88103,145.0126,162.8027,206.0935,0.9999771,,,,,,,,,,,grasper
197,001177.jpg,,,,,,,,,,,,,,,,stapler
197,001177.jpg,,,,,,,,,,,,,,,,needle
197,001177.jpg,193.1629,119.6784,285.9596,194.5132,0.9999658,,,,,,,,,,,holder
197,001177.jpg,,,,,,,,,,,,,,,,stitcher
197,001177.jpg,,,,,,,,,,,,,,,,background
198,001183.jpg,8.735275,180.7917,102.4972,238.8129,0.9999902,,,,,,,,,,,grasper
198,001183.jpg,,,,,,,,,,,,,,,,stapler
198,001183.jpg,,,,,,,,,,,,,,,,needle
198,001183.jpg,213.2928,114.8157,294.0387,181.3344,0.9999489,,,,,,,,,,,holder
198,001183.jpg,,,,,,,,,,,,,,,,stitcher
198,001183.jpg,,,,,,,,,,,,,,,,background
199,001189.jpg,,,,,,,,,,,,,,,,grasper
199,001189.jpg,,,,,,,,,,,,,,,,stapler
199,001189.jpg,,,,,,,,,,,,,,,,needle
199,001189.jpg,220.1201,110.1202,299.9456,175.1405,0.9998798,,,,,,,,,,,holder
199,001189.jpg,,,,,,,,,,,,,,,,stitcher
199,001189.jpg,,,,,,,,,,,,,,,,background
200,001195.jpg,,,,,,,,,,,,,,,,grasper
200,001195.jpg,,,,,,,,,,,,,,,,stapler
200,001195.jpg,,,,,,,,,,,,,,,,needle
200,001195.jpg,236.3482,112.8769,321.6873,183.7491,0.9998778,,,,,,,,,,,holder
200,001195.jpg,,,,,,,,,,,,,,,,stitcher
200,001195.jpg,,,,,,,,,,,,,,,,background
201,001201.jpg,16.30317,8.164516,88.16866,64.18613,185.2872,116.8709,198.2815,143.4198,0.9993111,0.8901089,,,,,,grasper
201,001201.jpg,,,,,,,,,,,,,,,,stapler
201,001201.jpg,,,,,,,,,,,,,,,,needle
201,001201.jpg,241.8165,115.7694,339.9139,187.8405,0.9999248,,,,,,,,,,,holder
201,001201.jpg,,,,,,,,,,,,,,,,stitcher
201,001201.jpg,,,,,,,,,,,,,,,,background
202,001207.jpg,118.3758,75.59296,245.1988,180.6082,0.9999868,,,,,,,,,,,grasper
202,001207.jpg,,,,,,,,,,,,,,,,stapler
202,001207.jpg,,,,,,,,,,,,,,,,needle
202,001207.jpg,251.9792,111.3723,345.457,180.0722,0.9998059,,,,,,,,,,,holder
202,001207.jpg,,,,,,,,,,,,,,,,stitcher
202,001207.jpg,,,,,,,,,,,,,,,,background
203,001213.jpg,19.30915,121.2987,179.9712,188.8918,0.9999938,,,,,,,,,,,grasper
203,001213.jpg,,,,,,,,,,,,,,,,stapler
203,001213.jpg,,,,,,,,,,,,,,,,needle
203,001213.jpg,227.2307,102.8857,321.6723,184.3523,0.9999804,,,,,,,,,,,holder
203,001213.jpg,,,,,,,,,,,,,,,,stitcher
203,001213.jpg,,,,,,,,,,,,,,,,background
204,001219.jpg,18.01145,109.9341,174.7917,178.3264,0.9999957,,,,,,,,,,,grasper
204,001219.jpg,,,,,,,,,,,,,,,,stapler
204,001219.jpg,,,,,,,,,,,,,,,,needle
204,001219.jpg,209.5251,101.8691,289.7144,171.8771,0.9984617,,,,,,,,,,,holder
204,001219.jpg,,,,,,,,,,,,,,,,stitcher
204,001219.jpg,,,,,,,,,,,,,,,,background
205,001225.jpg,35.08297,131.531,205.2187,193.0756,0.9996009,,,,,,,,,,,grasper
205,001225.jpg,,,,,,,,,,,,,,,,stapler
205,001225.jpg,,,,,,,,,,,,,,,,needle
